862,US
8844,US
949,US
9091,US
710,GB
710,US
9087,US
1408,FR
1408,DE
1408,IT
1408,US
524,FR
524,US
867,US
4584,GB
4584,US
5,US
9273,US
8012,US
1710,US
9691,FR
9691,US
451,US
9263,US
577,US
902,FR
902,DE
902,ES
9909,US
63,US
9598,AU
9598,US
687,US
687,GB
9603,US
9312,US
807,US
8391,CA
629,US
9089,US
2054,US
9536,US
4482,FR
755,US
9377,US
9102,CA
9102,JP
9102,US
9623,US
400,US
880,NL
880,GB
880,BE
8447,GB
8447,US
2086,US
9095,US
9283,US
9208,US
406,FR
2045,US
9614,US
688,US
197,US
103,US
2074,US
9101,US
1775,CA
1775,US
5757,US
9302,US
9737,US
568,US
414,GB
414,US
649,FR
649,IT
5894,US
3055,US
8839,US
8963,US
8068,US
8512,US
1572,US
6520,US
9073,FR
9073,US
9348,US
9886,CA
9886,US
9482,US
9344,US
9071,US
8973,US
2293,US
9070,JP
9070,US
1642,US
281,US
5967,DE
5967,FR
9090,US
3512,US
9560,US
9804,US
76,AT
76,CH
76,US
9382,FR
9382,US
6715,US
2292,US
1909,US
8984,US
4954,US
8467,US
522,US
397,GB
397,US
1024,NZ
628,US
6280,US
9061,US
6071,US
11,US
9587,US
4476,US
3036,GB
3036,JP
3036,US
9067,US
8986,US
8438,FR
8438,US
1945,US
241,US
9058,US
527,NZ
6950,US
101,FR
101,US
2307,US
680,US
3586,US
110,FR
110,PL
110,CH
108,FR
108,PL
109,FR
109,PL
2636,PE
2636,US
2164,FR
2164,US
278,US
9905,GB
9059,US
193,US
1587,US
9271,US
2064,US
236,AU
236,FR
3049,US
2759,AU
9331,US
2788,US
9495,US
888,US
13,US
712,GB
8587,US
1689,FR
1689,IT
1689,LI
1689,GB
854,US
9359,US
9516,US
8987,US
1637,US
8831,JP
8831,US
315,US
8011,CA
8011,FR
8011,GB
2654,US
2758,US
9409,US
306,US
178,US
4722,US
1607,US
6075,US
9350,FR
9350,IT
9350,US
9612,US
2124,US
9571,US
9739,US
9024,US
1634,FR
1634,US
5503,US
2087,JP
2087,US
4916,US
2019,US
9255,US
2259,DK
2259,FR
2259,DE
2259,PT
2259,US
9386,US
7984,GB
7984,IE
6,JP
6,US
329,US
507,FR
507,US
9593,US
1413,US
2246,US
2320,US
5879,JP
2625,US
788,US
9300,GB
9300,FR
9300,IT
9300,NL
9300,RU
9559,US
9800,US
713,NZ
713,AU
713,FR
8291,US
1245,GB
1245,US
7007,US
5550,US
8005,FR
8005,US
2088,GB
2088,US
424,US
8850,US
695,US
858,US
1561,FR
78,US
78,HK
78,GB
9607,GB
9607,US
9057,US
9479,US
319,US
8223,FR
8223,ES
9066,US
771,US
9277,US
251,US
812,US
280,FR
280,US
581,GB
581,US
268,GB
268,US
274,US
408,US
114,US
576,US
7300,US
275,US
8766,US
4307,ES
